adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,0,Horror;Science Fiction,,3077,tt0031951,en,Son of Frankenstein,"Wolf Frankenstein, son of Henry Frankenstein, returns with his wife, to his fathers estate to claim his inheritance. When he arrives with his family he recieves a hostile reception from locals. While exploring his fathers laboratory he comes across crooked blacksmith - Ygor, who asks him to revive his father's creation - the MONSTER who is lying in a coma. Wolf tries to revive the monster and believes he fails but then some of the locals are found murdered soon after who just happened to be part of the jury that sent Ygor to the gallows. The villagers immediately connect the killings to Frankenstein and send the inspector to investigate. He discovers the monster is alive and is being used as tool by Ygor. Wolf then in fit of madness shoots Ygor. The then enraged monster losing his only friend kidnaps Wolf's son. In the end Wolf tracks the monster to the lab where he swings down on a chain knocking the monster into a sulpher pit and thus his demise.",3.563588,/bmJ0SwZGsTjN03EAwscBxuLRH4e.jpg,Universal Pictures,,1939-01-13,0,99,en,Released,The black shadows of the past bred this half-man . . . half-demon ! . . . creating a new and terrible juggernaut of destruction !,Son of Frankenstein,False,7.0,42,frankenstein;classic horror
False,,0,Fantasy;Horror;Science Fiction,,3074,tt0034786,en,The Ghost of Frankenstein,"Ygor discovers Frankenstein's creation is still alive and brings him to the Doctor's son, Ludwig, for help. Obsessed with restoring the monster to his full potential, Ludwig is unaware that someone has more devious plans for the creature.",4.021579,/xGrbBmWlRa70JsER3zrlup4d2k8.jpg,Universal Pictures,,1942-03-13,0,67,en,Released,All new THRILLS!,The Ghost of Frankenstein,False,6.4,26,frankenstein
False,,0,Fantasy;Horror;Science Fiction,,3076,tt0035899,en,Frankenstein Meets the Wolf Man,"Graverobbers open the grave of the Wolfman and awake him. He doesn't like the idea of being immortal and killing people when the moon is full, so he tries to find Dr. Frankenstein, in the hopes that the Dr. can cure him, but Frankenstein is dead and only his Monster is alive and this one wants to live, not to die like the Wolfman.",5.841791,/n250rz42W9trz6vXhCLVhEoXdhL.jpg,Universal Pictures Co. Inc.,,1943-03-05,0,74,en,Released,,Frankenstein Meets the Wolf Man,False,6.5,42,moon;gypsy;cemetery;monster;frankenstein;sequel;werewolf;child murder;grave robbing;frankenstein's monster;lycanthrope
False,,0,Horror;Science Fiction,,3079,tt0050280,en,The Curse of Frankenstein,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face — and a tendency to kill.,4.307941,/f4dwXdeZFHzLKMNgKGe46RWsMmM.jpg,Hammer Film Productions,,1957-05-02,0,82,en,Released,The creature created by man and forgotten by nature!,The Curse of Frankenstein,False,6.8,61,experiment;brain;guillotine;frankenstein;remake;revenge;murder;suspense;reanimation;mad scientist;morgue;decapitation;severed head;creature;gothic horror;hammer horror;severed hand;told in flashback;reanimated corpse;brain transplant
False,,2000000,Horror;Science Fiction;Thriller,,8974,tt0046534,en,The War of the Worlds,"The residents of a small town are excited when a flaming meteor lands in the hills, but their joy is short-lived when they discover it has passengers who are not very friendly.",5.609399,/kCbFRaaDob0bmRjqafgaDTFpGJJ.jpg,Paramount Pictures,,1953-08-13,2000000,85,cs;en;es,Released,Amazing! terrifying! The most savage spectacle of all time!,The War of the Worlds,False,6.8,172,lasergun;space marine;dystopia;space invasion;alien invasion
False,,42000000,Romance;Comedy;Drama,http://www.notting-hill.com/,509,tt0125439,en,Notting Hill,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,9.874043,/f1gMw3PVicfdq9thlvUIjJ5UdvS.jpg,Bookshop Productions;Notting Hill Pictures;Working Title Films;Polygram Filmed Entertainment,,1999-05-13,363889678,124,en;es,Released,Can the most famous film star in the world fall for the man on the street?,Notting Hill,False,7.0,1309,london england;bookshop;birthday;new love;film maker;paparazzi;press conference;wheelchair;bath tub;cohabitant;friendship;fame;celebration;movie star;spectacle
False,,16000000,Thriller;Science Fiction;Mystery,,1090,tt0139809,en,The Thirteenth Floor,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.",9.356587,/19XUd3YoAY2cwWJnutvq5VEtiIO.jpg,Columbia Pictures;Centropolis Film Productions,,1999-04-16,18564088,100,en,Released,Question reality. You can go there even though it doesn't exist.,The Thirteenth Floor,False,6.8,381,artificial intelligence;simulation;computer program;virtual reality;dystopia;murder;los angeles
False,,60000000,Crime;Drama;Mystery;Thriller,,2275,tt0144214,en,The General's Daughter,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",14.039655,/4fc4mB9tGgYV4mdJrWPLMfcRvnC.jpg,Paramount Pictures;MFP Munich Film Partners GmbH & Company I. Produktions KG;Krane Entertainment;Neufeld Rehme Productions,,1999-06-18,149705852,116,en,Released,Go behind the lies.,The General's Daughter,False,6.1,209,suicide;detective;based on novel;bondage;general;paranoia;nudity;u.s. army;investigation;politics;cover-up;murder;betrayal;conspiracy;gang rape;father daughter relationship;videotape;military law
False,,1530000,Action;Drama;Thriller,,104,tt0130827,de,Lola rennt,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",7.765379,/3L8QhF5IkZOnEnBFdpj6GVkkp7d.jpg,X-Filme Creative Pool;Westdeutscher Rundfunk (WDR),,1998-08-20,7267585,81,de;en;ja,Released,Every second of every day you're faced with a decision that can change your life.,Run Lola Run,False,7.2,672,berlin;casino;nun;red hair;running;homeless person;supermarket;ambulance;subway;daughter;money;fate
False,,0,Drama;Comedy;Foreign,,55955,tt0119743,en,My Son the Fanatic,Pakistani taxi-driver Parvez and prostitute Bettina find themselves trapped in the middle when Islamic fundamentalists decide to clean up their local town.,0.147516,/4NGfgvhcorRalldiTMftmjoG1IQ.jpg,,,1997-10-21,408339,88,en,Released,,My Son the Fanatic,False,4.7,3,pakistani;love;cab driver
False,,28000000,Drama;Romance,http://www.juliettebinoche.net/les-amants-du-pont-neuf.html,2767,tt0101318,fr,Les Amants du Pont-Neuf,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind.",3.62449,/xz00yDmTtGr3Uy3PEiopenQH2Zh.jpg,Les Films Christian Fechner;Films A2;Gaumont International,,1991-10-16,0,125,fr,Released,Romance... In a most unlikely place.,Les Amants du Pont-Neuf,False,7.5,45,prison;homeless person;subway;fireworks;tramp;self-inflicted injury;snow
False,,11000000,Comedy;Romance,,2105,tt0163651,en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",18.344227,/k40WFAXMRekWEqsjURO3jiWob67.jpg,Universal Pictures;Summit Entertainment;Newmarket Capital Group;Zide-Perry Productions,,1999-07-09,235483004,95,en,Released,There's nothing like your first piece.,American Pie,False,6.4,2358,graduation;innocence;coming of age;teenager;high school student;pie;teen comedy;teenage sexuality;exchange student;sitting on a toilet;voyeurism;virginity;laxative;prom night
False,,21500000,Drama;Thriller;Mystery,,1073,tt0137363,en,Arlington Road,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,8.605659,/jMwDRI4qu5FrSAzf7BfNveuRVf9.jpg,Lakeshore Entertainment;Screen Gems;Arlington Road Productions Corporation;Gorai / Samuelson Productions;Samuelson Productions,,1999-03-19,0,117,en,Released,Your Paranoia Is Real.,Arlington Road,False,7.0,246,bomb;terrorist;fbi;professor;paranoia;college;wife;politics;army;murder;suspense;neighbor;agent;blueprint;classified;neo-noir
False,,65000000,Mystery;Drama,http://eyeswideshut.warnerbros.com/,345,tt0120663,en,Eyes Wide Shut,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",13.268484,/zTuqPq1PBsIoG2DV9NgKPgdaoSX.jpg,Hobby Films;Pole Star;Stanley Kubrick Productions;Warner Bros.,,1999-07-14,162091208,159,en,Released,Cruise. Kidman. Kubrick.,Eyes Wide Shut,False,7.1,1266,life and death;sexual obsession;free love;heterosexual;christmas party;eroticism;orgy;masked ball;marijuana;illegal prostitution
False,,37000000,Comedy;Fantasy,,2978,tt0097428,en,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",16.414239,/4nN0EYNbOWHJ9UO39maO5Kvcdfa.jpg,Columbia Pictures Corporation,,1989-06-15,215394738,108,en,Released,We're back!,Ghostbusters II,False,6.3,1131,slime;ghostbuster;product placement;reincarnation;painting;crude humor;scream;single mother;old flame;courtroom;book store;chrysler building;river of slime;revolving door;reference to slinky;occult research
False,,75000000,Action;Adventure;Comedy;Family,,332,tt0141369,en,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",11.677244,/kvlKBGtyyNVyGJB72aD1vwPk2d4.jpg,Walt Disney Pictures;Caravan Pictures;DiC Entertainment,,1999-07-23,0,78,en;no;fr;es,Released,The greatest hero ever assembled.,Inspector Gadget,False,4.3,322,gadget
False,,60000000,Action;Science Fiction;Thriller,,8914,tt0149261,en,Deep Blue Sea,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.",7.493615,/r386y8YpePXoS7P4jHWZRTF36Zb.jpg,Village Roadshow Pictures;Warner Bros.;Riche-Ludwig Productions;Groucho III Film Partnership,,1999-07-28,73648228,105,en,Released,Bigger. Smarter. Faster. Meaner.,Deep Blue Sea,False,5.6,616,shark attack;shark;alzheimer's disease;killer shark;no opening credits
False,,320000,Drama;Action;Thriller;Crime,,247,tt0049406,en,The Killing,The Killing was Stanley Kubrick’s first film with a professional cast and the first time he achieved public recognition as the unconventional director he’s now known for. The story is of ex-prisoners who plan to set up a racetrack so they can live a life without monetary worries. One of the more exceptional films of the 1950’s.,10.223264,/eUfj1NXxd7yIiCrqAOUm1MYL2CQ.jpg,United Artists;Harris-Kubrick Productions,,1956-05-08,0,85,en,Released,"...Like No Other Picture Since ""Scarface"" and ""Little Caesar""!",The Killing,False,7.7,290,corruption;adultery;robbery;horse race;wife husband relationship;secret;way of life;sniper;ex-detainee;marriage crisis;femme fatale;bag of money;crime;classic noir
False,,2000000,Drama;Romance,,802,tt0056193,en,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",9.551293,/heRYtNrkHLj3Lwghr2jPBX7Yc29.jpg,Seven Arts Productions;Allied Artists;Transworld Pictures,,1962-06-13,9250000,153,en,Released,How did they ever make a movie of ...,Lolita,False,7.3,409,sexual obsession;hotel;depression;loss of mother;small town;flirt;midlife crisis;eroticism;youngster;lolita;motel;diary;seduction;forbidden love;professor for literature;provocation;fascination;one-sided love;widow;adoptive father;loss of husband;summer camp;secret love
False,,11000000,Drama;Romance;War,,3175,tt0072684,en,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",14.003467,/hxl6rjUCmWD65GbVCYX5IYn1E0f.jpg,Hawk Films;Warner Bros.;Peregrine,,1975-12-18,20000000,184,de;fr;en,Released,At long last Redmond Barry became a gentleman - and that was his tragedy.,Barry Lyndon,False,7.7,521,palace;british army;fencing;epic;debt;ireland;british soldier;seven years war;nobility;prussia
False,,0,Drama,,147,tt0053198,fr,Les Quatre Cents Coups,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",7.268688,/nKVXTcCtOc3Zuu4yCEDMOUyeXfH.jpg,Les Films du Carrosse;Sédif Productions;The Criterion Collection,,1959-05-04,0,99,en;fr,Released,Angel faces hell-bent for violence.,The 400 Blows,False,8.0,363,fondling;independent film;nouvelle vague;skipping school;mise en scene;fingerprinting; mugshot;strict teacher;montmartre paris
False,,0,Music;Drama,,2115,tt0093415,en,Light of Day,"Fox and Jett play a brother and sister who are lead performers in a rock band, The Barbusters, in Cleveland, Ohio. The sister, Patti Rasnick, is an unmarried mother and has a troubled relationship with her own mother, who is deeply religious. Estranged from her parents and struggling to make ends meet, Patti decides to dive headlong into a carefree rock music lifestyle. The brother, Joe Rasnick, pulls away from rock music to provide some stability for his young nephew. It takes a family crisis to bring Patti back home and force her to face the prickly past with her mother.",1.745096,/qx9oxvDaAFEB6Q3MKsFyjLY6247.jpg,Keith Barish Productions;TAFT Entertainment Pictures;Home Box Office (HBO),,1987-02-06,0,107,en,Released,,Light of Day,False,5.4,10,brother sister relationship;cleveland;musical;rock;cancer;mother daughter relationship;conflict
False,,0,Drama,,3526,tt0083967,en,Frances,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,2.077869,/2x6jz5UlYQcRaEd0ZWSk4rTNUT5.jpg,Brooksfilms;EMI Films,,1982-12-03,5000000,140,en,Released,"Her story is shocking, disturbing, compelling... and true.",Frances,False,7.1,24,wrong accusal;biography;insanity;evil mother;based on true story;psychiatric hospital;hollywood;wrongful imprisonment;lost love;wrongful arrest;wrongful conviction;wrong diagnosis;movie actress;lobotomy;frances farmer;power abuse
False,,40000000,Mystery;Thriller;Drama,,745,tt0167404,en,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",18.449169,/imps263dHNe3SuoaAJORZyNTdDT.jpg,Spyglass Entertainment;The Kennedy/Marshall Company;Hollywood Pictures;Barry Mendel Productions,,1999-08-06,672806292,107,la;es;en,Released,Not every gift is a blessing.,The Sixth Sense,False,7.7,3223,child abuse;sense of guilt;loss of child;confidence;psychology;dying and death;marriage crisis;afterlife;single;paranormal phenomena;cowardliness;child;spiritism
False,,48000000,Drama;Crime;Romance,,913,tt0155267,en,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",10.961226,/jpRUaqNuQInXxdsLIncGJW5u3u2.jpg,Irish Dreamtime;Metro-Goldwyn-Mayer (MGM),,1999-08-06,124305181,113,en,Released,How do you get the man who has everything?,The Thomas Crown Affair,False,6.7,349,martinique;claude monet;famous painting;glider;insurance agent;missing painting;stolen painting;valuable painting;rich people
False,,4300000,Romance;Crime;Thriller;Drama,,912,tt0063688,en,The Thomas Crown Affair,"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",9.444818,/ran8o8yJFj2rUp2x8JiO23BhN4L.jpg,The Mirisch Corporation;Solar Productions;Simkoe,,1968-06-19,0,102,en,Released,,The Thomas Crown Affair,False,6.9,95,in love with enemy;hold-up robbery;boredom;insurance salesman;business man;insurance fraud;plan;heist;theft;millionaire
False,,3500000,Comedy,,813,tt0080339,en,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",13.063203,/b4sAWNIbfXw4WTdc1wiVRBk2Vko.jpg,Paramount Pictures,,1980-07-02,83453539,88,en,Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,False,7.1,1104,chicago;alcohol;cataclysm;guitar;medicine;taxi driver;passenger;saxophone;stewardess;pilot;airplane;fear of flying;air controller;landing;autopilot;kiss;spoof;los angeles;alcohol abuse;aftercreditsstinger;anarchic comedy
False,,0,Comedy,,2665,tt0083530,en,Airplane II: The Sequel,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past, Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",7.181664,/pjI6j5sVTxJXuxnr2JM2FgvyFXS.jpg,Paramount Pictures,,1982-12-10,27150534,85,en,Released,For the ride of your life... All you need for Christmas are your two front seats!,Airplane II: The Sequel,False,6.0,276,moon;space marine;coffee;space travel;spoof;bomb planting;aftercreditsstinger;anarchic comedy
False,,18000000,Fantasy;Drama;Comedy;Romance;Family,,2280,tt0094737,en,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",9.562292,/me6uugsf6zWTkrcLBoNc9EElb5j.jpg,Gracie Films;Twentieth Century Fox Film Corporation;American Entertainment Partners II L.P.,,1988-06-03,151668774,104,en,Released,You're Only Young Once But For Josh It Might Just Last A Lifetime.,Big,False,6.9,1022,baseball;co-worker;bronx;pinball machine;toy maker;duet;job promotion;homesick;new toy;quarter;unplugged electronic works;yankee stadium bronx new york city;walking on piano keys;wish fulfillment;bunk bed;woman director
False,,0,Action;Thriller,,2038,tt0103617,en,Iron Eagle III,"Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.",8.48487,/qPdxlQGQ4SUpDU2CPpXODeqPDkv.jpg,Seven Arts Pictures;Carolco Pictures,,1992-01-09,0,98,en,Released,,Iron Eagle III,False,3.6,15,poison;pilot;dying and death;airplane;drugs and addiction
False,,160000000,Adventure;Fantasy;Action,,1911,tt0120657,en,The 13th Warrior,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.",10.308026,/ooR8S0O0ZgxK2OBnT1GWHrr9w92.jpg,Touchstone Pictures,,1999-08-27,61698899,102,en;no,Released,Prey for the living.,The 13th Warrior,False,6.4,524,witch;cave;arabian;scandinavia;bagdad;viking;iraq;war;mission
False,,75000000,Drama;Science Fiction;Thriller,,2900,tt0138304,en,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",14.705865,/2zm3a3453aWN078Qd6nIQngbEkM.jpg,New Line Cinema;Mad Chance,,1999-08-26,19598588,109,en,Released,How well do you know the one you love?,The Astronaut's Wife,False,5.5,263,wife husband relationship;space travel;space;mission;pregnancy;astronaut
False,,0,Comedy;Romance,,6373,tt0120747,en,"Martha – Meet Frank, Daniel and Laurence","Laurence recounts to his neighbour how his life long friendship with Frank and Daniel has been overturned in just three days by their each independently meeting, and falling for, Martha, who has no idea of their connection. Slowly the tale unfolds, the narrative moving backwards and forwards gradually filling in the gaps until we see the whole picture",1.233052,/4j4Vr6iwFp5Myba8Zz8uHy2tGjw.jpg,Channel Four Films;Banshee,,1998-05-08,0,88,en,Released,Two's Company. Three's a Crowd. Four's a Disaster.,The Very Thought of You,False,5.0,11,london england;independent film
False,,70000000,Action;Comedy;Thriller,,2162,tt0163579,en,Chill Factor,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,3.062626,/Teyo0W5euwLChQvFT0NQDfbvcQ.jpg,Warner Bros.;Morgan Creek Productions,,1999-09-01,11263966,101,en,Released,"This Fall, Action is served on the rocks, with a twist.",Chill Factor,False,5.3,30,
False,,0,Comedy,,4338,tt0125211,en,I Woke Up Early The Day I Died,"A mental patient escapes from the looney bin in drag, robs a bank, and goes on the lam!",0.563637,/y9KIwLkWJruCii7l3hf6AlBJRxi.jpg,,,1998-09-13,0,90,en,Released,,I Woke Up Early The Day I Died,False,4.7,3,nurse;thief
False,,15000000,Drama,http://www.dreamworks.com/ab/,14,tt0169547,en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",20.726578,/or1MP8BZIAjqWYxPdPX724ydKar.jpg,DreamWorks SKG;Jinks/Cohen Company,,1999-09-15,356296601,122,en,Released,Look closer.,American Beauty,False,7.9,3438,male nudity;female nudity;adultery;parent child relationship;midlife crisis;coming out;first time;camcorder;virgin;nudity;film maker;estate agent;satire;loneliness;dark comedy;suburbia;coming of age;marijuana;exercise;bittersweet;affair
False,,560000,Comedy;Music,http://www.thebeatles.com/film/hard-days-night,704,tt0058182,en,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",5.719266,/zGadcmcF48gy8rKCX2ubBz2ZlbF.jpg,Proscenium Films;Walter Shenson Films;Maljack Productions,,1964-07-06,12299668,88,en,Released,"The Beatles, starring in their first full-length, hilarious, action-packed film!",A Hard Day's Night,False,7.3,172,adolescence;culture clash;press conference;behind the scenes;police chase;mockumentary;older man younger woman relationship;shaving;the beatles song;railway station;performer;psychotronic;generation gap;television director
False,,0,Drama;Thriller;Mystery;Romance,,1049,tt0108185,en,Sommersby,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart...",4.359884,/tTknufUur6nxMHEAR3iZ71kJXHt.jpg,Canal Plus;Regency Enterprises;Alcor Films,,1993-02-05,140081992,109,en,Released,She knew his face. His touch. His voice. She knew everything about him... But the truth.,Sommersby,False,6.0,82,southern usa;wife husband relationship;amnesia;war veteran;return;village life;death penalty;gallows;violent husband;suspicion of murder;court case;death sentence;sentence;false identity;one-sided love;wife;peasant;loss of husband;village;agriculture;war;violence
False,,0,Comedy;Drama;History,,2290,tt0120716,en,Jakob the Liar,"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out after curfew. While waiting for the German Kommondant, Jakob overhears a German radio broadcast about Russian troop movements. Returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto.",9.217935,/kadiPVZ1GjoFsom1hCgAcOVN337.jpg,Columbia Pictures;Global Entertainment Productions GmbH & Company Medien KG;Blue Wolf;Kasso Inc. Productions,,1999-09-16,0,120,en,Released,"When all hope was lost, he invented it.",Jakob the Liar,False,6.1,91,jewry;schutzstaffel;jewish life;jewish ghetto
False,,65000000,Action;Adventure;Science Fiction,,861,tt0100802,en,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",12.954444,/ikYpJ0AjGBNnAYFnPJDUVIOcduR.jpg,TriStar Pictures;Carolco Pictures;Carolco International N.V.,,1990-06-01,261317921,113,en,Released,"They stole his mind, now he wants it back.",Total Recall,False,7.1,1745,oxygen;falsely accused;resistance;mars;double life;telepathy;mutant;hologram;space colony;false identity;secret agent;dystopia;cyberpunk;false memory;implanted memory
False,,0,Drama;Romance,,2457,tt0037674,fr,Les Enfants du Paradis,"Filmed during the German occupation, this French milestone centers around the theatrical life of a beautiful courtesan and the four men who love her. Voted the ""Best French Film in History"" by the French Film Academy in 1990.",5.353954,/yiy9stl1jjVhW44ypkWMFDT8Ix3.jpg,Société Nouvelle Pathé Cinéma,,1945-03-15,0,191,fr,Released,The Gone With the Wind of art films,Children of Paradise,False,7.9,79,pantomime;anarchist;count;love;thief;murder;mime;false accusations;hoodlum;theater;actress;actor
False,,1800000,Western,,4929,tt0061747,en,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",7.266576,/qnOknsL20MuvQfQDtG7zWTmPB4o.jpg,United Artists,,1968-07-31,6800000,114,en,Released,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,Hang 'em High,False,6.7,197,prison;judge;marshal;death penalty;oklahoma;widow;cattle drive;hanging;law man;lynching;search party
False,,0,Drama;Romance,,851,tt0037558,en,Brief Encounter,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love.",5.408818,/yEnLvpbX5c3cUsBqXBufoOzjO00.jpg,Cineguild,,1945-11-24,0,86,en,Released,A story of the most precious moments in woman's life!,Brief Encounter,False,7.6,123,adultery;infidelity;passion;housewife;tea;duty;marriage;doctor;guilt;tearjerker;impossible love
False,,0,Drama,,2593,tt0057058,fr,Le Feu Follet,"Alain Leroy is a recovering alcoholic who decides to end his life, but first decides to visit his friends in Paris one last time, in an attempt at finding a reason to continue living.",2.441347,/kOymqN0CSX44GxpkUCumNKQ7O9p.jpg,Nouvelles Éditions de Films (NEF),,1963-10-14,0,108,fr,Released,,The Fire Within,False,7.4,38,paris;suicide;alcohol;melancholy;loneliness;independent film
