id,title,synopsis,genres,release_date,episodes,members,popularity,ranked,score,img_url,link
36904,Aggressive Retsuko (ONA),Some offices have stereotypical dynamics: the chauvinistic pig of a boss who never does any real work the employees whose goal is to suck up to the boss the ones whose lives seem perfect and the individuals who have all the actual work pushed onto them. Retsuko the red panda is in the last group as she stays late most nights to make up the work her coworkers are too lazy to do themselves. Her relief from the stress of her everyday life comes in the form of singing death metal at a local karaoke club. Night after night Retsuko channels her grief into a microphone and considers the place to be her own personal sanctuary. But as she moves further away from her comfort zone and the ideas people have of her she discovers that letting others into her world of death metal may not be such a bad thing.,Slice of Life;Comedy,2018-04-20,10,68686,1541,926,7.79,https://cdn.myanimelist.net/images/anime/12/89288.jpg,https://myanimelist.net/anime/36904/Aggressive_Retsuko_ONA
22265,Free!: Eternal Summer,Even though it has been a year since the Iwatobi High School Swim Club has been created new members have yet to join the club. Now that Haruka Nanase and Makoto Tachibana are senior students along with their younger friends Nagisa Hazuki and Rei Ryuugazaki they have to find a way to attract new members. If not the club will be forced to close the following year due to a lack of membership. Meanwhile with impending graduation it is also time for the seniors to decide their plans for the future. Unlike their friend Rin Matsuoka the new captain of Samezuka Academy Swim Club who is determined to fulfill his dream of being a professional swimmer Haruka and Makoto are unsure about what career path they want to take. Further problems arise when an old friend of Rin's Sousuke Yamazaki comes to the city to study at Samezuka Academy the recently scouted swimmer's arrival causes tension in the relationship among him Rin and Haruka.,Slice of Life;Comedy;Sports;Drama;School,2014-07-03,13,241259,418,910,7.8,https://cdn.myanimelist.net/images/anime/10/64097.jpg,https://myanimelist.net/anime/22265/Free__Eternal_Summer
31733,Bishoujo Senshi Sailor Moon Crystal Season III,Usagi Tsukino is still struggling to balance her home life with the duties of being Sailor Moon the guardian of love and justice. Along with the other Sailor Guardians and her boyfriend Mamoru Chiba they begin investigating cases of students from Mugen Academy a school for the most elite students who are being transformed into monsters. During the investigation they meet three strange individuals: Haruka Tenou a handsome racecar driver Michiru Kaiou a talented violinist and Hotaru Tomoe a mysterious girl with a weak constitution. As more incidents occur the Sailor Guardians are met with another surprise—the appearance of two new planetary protectors with motives of their own. Despite the newcomers' questionable allegiance to Usagi and her comrades they all face a threat from a common enemy: an evil entity who calls himself Pharaoh 90.,Demons;Magic;Romance;Shoujo,2016-04-04,13,32711,2451,907,7.8,https://cdn.myanimelist.net/images/anime/3/78859.jpg,https://myanimelist.net/anime/31733/Bishoujo_Senshi_Sailor_Moon_Crystal_Season_III
7193,Aoi Bungaku Series,Ningen Shikkaku A high school student seeks solace in narcotics to escape the dispiritedness that has come over his life. As he goes through the different stages of his life it culminates in the questioning of his existence in the world. Sakura no Mori no Mankai no Shita The adaptation of Ango Sakaguchi's literary work deals with the love story of a woman abducted by a mountain bandit. Kokoro While trying to fill the void in his life a university student in Tokyo encounters a charismatic older man whom he addresses as Sensei who offers him advice on life. However the man is apprehensive to share his life experience deepening the student's curiosity. Through this peculiar relationship the student comes to ponder about the distance between him and his family and the growing desolation in his heart filled with ego and guilt. Hashire Melos! The story portrays the unbreakable bond between two friends Melos and Selinuntius and their faith in protecting each other all while dangling on a thread which hovers over death and misery. Kumo no Ito Kandata is a coldhearted criminal who while being punished in Hell for his misdeeds is noticed by the Buddha Shakyamuni. Despite maintaining a record of committing ruthless atrocities Kandata had once shown mercy to a spider he encountered in the forest by letting it live. Moved by this Shakyamuni offers him redemption by dropping a spider's thread into the searing pits of Hell and it is up to Kandata to seize the opportunity. Jigokuhen Yoshihide is a great painter in the land ruled by Horikawa a tyrant. Offered a commission to paint the Buddhist Hell by the lord Yoshihide declines as he cannot paint anything he has not witnessed himself. In an attempt to make Yoshihide understand the magnitude of his request the lord tortures his subjects to provide inspiration for the artist descending his domain into utter despair and darkness.,Drama;Historical;Psychological;Seinen;Thriller,2009-10-11,12,140656,791,906,7.8,https://cdn.myanimelist.net/images/anime/10/17471.jpg,https://myanimelist.net/anime/7193/Aoi_Bungaku_Series
33253,Ajin 2nd Season,After escaping certain death Kei Nagai and his new companion Kou Nakano plot revenge on Satou their fellow Ajin who is hellbent on world domination. As Satou embarks on a string of public executions the human race rushes to come up with a solution to stop the immortal villain. Kei discovers unlikely allies in the form of two former adversaries: high-ranking government official Yuu Tosaki whose extensive research on Ajin gives him a tactical advantage in the fight against Satou and Tosaki's Ajin assistant Izumi Shimomura. As his faction continues to gather allies Kei races against time to put a stop to Satou's crusade before it brings about an end to civilization as he knows it.,Action;Horror;Mystery;Seinen;Supernatural,2016-10-08,13,178635,607,905,7.8,https://cdn.myanimelist.net/images/anime/12/81858.jpg,https://myanimelist.net/anime/33253/Ajin_2nd_Season
21339,Psycho-Pass Movie,Due to the incredible success of the Sibyl System Japan has begun exporting the technology to other countries with the hope that it will one day be used all around the world. In order to test its effectiveness in a foreign location the war-torn state of the South East Asian Union (SEAUn) decides to implement the system hoping to bring peace and stability to the town of Shambala Float and keep the population in check. However a group of anti-Sibyl terrorists arrive in Japan and the Ministry of Welfare's Public Safety Bureau discovers significant evidence that the invaders are being aided by Shinya Kougami a former Enforcer who went rogue. Because of their past relationship Akane Tsunemori is sent to SEAUn to bring him back but with their last meeting years in the past their reunion might not go quite as planned.,Action;Military;Police;Sci-Fi,2015-01-09,1,173023,633,902,7.81,https://cdn.myanimelist.net/images/anime/8/71793.jpg,https://myanimelist.net/anime/21339/Psycho-Pass_Movie
474,Macross Plus,The year is 2040 and the galaxy is flourishing with several colonies and advanced technology. AI is near perfection and the current top idol is the near-completed Virturoid Idol Sharon Apple. All that is missing are her actual feelings which instead are supplied by Myung Fang Lone. Sharon's debut concert is on planet Eden where at the same time fighter pilots Isamu Dyson and Guld Bowman battle over air superiority for the Supernova Project. Isamu Guld and Myung were once childhood friends but after an accident seven years ago they went their own separate ways. With Myung back in the picture the old disputes are once again awakened. And when an unstable and illegal AI technique is installed in Sharon the situation is worsened. (Source: ANN),Drama;Mecha;Military;Romance;Sci-Fi;Space,1994-08-25,4,33140,2426,986,7.77,https://cdn.myanimelist.net/images/anime/6/22779.jpg,https://myanimelist.net/anime/474/Macross_Plus
2994,Death Note: Rewrite,1. Genshisuru Kami (Visions of a God) A two hour episode of Death Note mainly a compilation of the confrontations between Light and L re-edited from Ryuk's perspective with new dialogue and soundtrack along with additional animation that could not be included in the original series. An Unnamed Shinigami comes to Ryuk to question him about his new story in the human world. 2. L o Tsugu Mono (L's Successors) This story continues where the previous left off continuing the story of Light. As the previous special told Light and L's battles this story does the same with the conflicts between Light Mello and Near. (Source: Wikipedia),Mystery;Police;Psychological;Supernatural;Thriller,2007-08-31,2,128464,877,950,7.78,https://cdn.myanimelist.net/images/anime/13/8518.jpg,https://myanimelist.net/anime/2994/Death_Note__Rewrite
27991,K: Return of Kings,Tensions are running high among the clans as the Green King begins making moves that threaten to drive the world into pandemonium. Following the death of the Gold King the safety of the Dresden Slate the source of power of the Kings is under threat. Nagare Hisui the sly and mysterious leader of the Green Clan Jungle is determined to procure the powerful Slate by any means possible. Standing directly in his way is Sceptre 4 the Blue Clan headed by their unyielding King Reisi Munakata. However the grim sight of his crumbling Sword of Damocles leaves the stability of his clan and all of Japan in jeopardy. Meanwhile still recovering from their tragic losses Anna Kushina and her aggressive clan HOMRA find themselves caught up in the Green King’s games. Amidst the chaos Kurou Yatogami and Neko are left vulnerable while their beloved friend Yashiro Isana the Silver King remains missing. K: Return of Kings tells the struggle of the remaining clans against the Green King’s formidable forces as one final king appears.,Action;Super Power;Supernatural,2015-10-03,13,210107,516,1098,7.72,https://cdn.myanimelist.net/images/anime/6/76198.jpg,https://myanimelist.net/anime/27991/K__Return_of_Kings
71,Full Metal Panic!,Equipped with cutting-edge weaponry and specialized troops a private military organization named Mithril strives to extinguish the world's terrorism and all threats to peace on earth. The organization is powered by the Whispered individuals who possess intuitive knowledge and the remarkable ability to create powerful devices and machinery. Seventeen-year-old Sousuke Sagara a sergeant working for Mithril has been assigned to protect Kaname Chidori a Whispered candidate. He is ordered to join her high school class and be as close to her as possible to prevent her from falling into enemy hands—that is if he can safely blend in with their fellow classmates without revealing his true identity. Sousuke who was raised on a battlefield and has very little knowledge of an average high school student's lifestyle must adapt to a normal school life to safeguard Kaname. However enemy forces have already begun making their move and Sousuke is about to find out that the adversary coming for the Whispered girl may be a lot more familiar than he expects.,Action;Military;Sci-Fi;Comedy;Mecha,2002-01-08,24,366930,244,1094,7.72,https://cdn.myanimelist.net/images/anime/2/75259.jpg,https://myanimelist.net/anime/71/Full_Metal_Panic
345,Eikoku Koi Monogatari Emma,In 19th-century London class lines are sharply drawn and the social standing to which people are born dictates the path their lives will follow. Emma an honest and hardworking young maid never felt her place in life to be a burden. But then she met William a member of the gentry and the eldest son of a wealthy family. His warm smile and earnest affection threaten to capture her heart... but can love truly conquer all? (Source: RightStuf),Slice of Life;Historical;Drama;Romance;Seinen,2005-04-03,12,37103,2281,1092,7.72,https://cdn.myanimelist.net/images/anime/5/80117.jpg,https://myanimelist.net/anime/345/Eikoku_Koi_Monogatari_Emma
95,Turn A Gundam,It is the Correct Century two millenniums after a devastating conflict which left the world broken. Earth is now mostly uninhabitable and thus a remnant of humanity has resided on the Moon while the Earth and its few survivors recover. For years the Moonrace people of the Moon have continued to check if Earth is fit for resettlement. A boy named Rolan Cehack and two others are sent down to Earth for a reconnaissance mission. Rolan ends up spending a year on the planet working for the Heim Family aristocrats living in a Victorian-like society. This family like others of similar wealthy status celebrates one's coming of age with a ceremony involving a giant stone statue known as the White Doll. To Rolan's surprise the Moonrace suddenly touches down on Earth with the intent of taking it by force. During the attack the White Doll is broken apart revealing a mobile suit called the Turn A Gundam inside. With Rolan in its cockpit the Turn A causes a standoff between the forces of Earth and Moon. The young pilot along with the people of both sides must keep the peace and avoid another all-out catastrophic war.,Action;Military;Sci-Fi;Adventure;Space;Drama;Romance;Mecha,1999-04-09,50,30404,2548,1085,7.73,https://cdn.myanimelist.net/images/anime/4/78330.jpg,https://myanimelist.net/anime/95/Turn_A_Gundam
21843,Shingeki no Bahamut: Genesis,Thousands of years ago the ancient dragon Bahamut wrought havoc upon the land of Mistarcia a world where both gods and demons live amongst mankind. Working together to prevent the world's destruction the rival deities barely managed to seal Bahamut agreeing to split the key between them so that the dragon would remain eternally imprisoned. With the world safe from the destruction of Bahamut it is business as usual for bounty hunters like Favaro Leone. Living a laid-back self-serving lifestyle the amoral Favaro goes about his work while on the run from fellow bounty hunter Kaisar Lidfard a righteous man who swears vengeance upon Favaro. However Favaro's carefree life is thrown into chaos when he meets Amira a mysterious woman who holds half of the key to the world's fragile peace. Shingeki no Bahamut: Genesis tells the story of a group of unlikely heroes who find themselves caught in the middle of an epic clash between gods and demons forced to carve their own path in the face of the imminent storm.,Action;Adventure;Demons;Supernatural;Magic;Fantasy,2014-10-06,12,283087,348,1084,7.73,https://cdn.myanimelist.net/images/anime/2/67513.jpg,https://myanimelist.net/anime/21843/Shingeki_no_Bahamut__Genesis
28927,Owari no Seraph: Nagoya Kessen-hen,Yuuichirou Hyakuya is finally reunited with his childhood friend Mikaela Hyakuya whom he had long presumed to be dead. Upon their reunion however he discovers that Mikaela has been turned into a vampire. Determined to help his friend Yuuichirou vows to get stronger so that he can protect Mikaela as well as the comrades in the Moon Demon Company. Kureto Hiiragi receives information that a large group of vampires will be gathering in Nagoya preparing for their assault on the Imperial Demon Army's main forces in Tokyo. Led by Guren Ichinose Yuuichirou's team is one of many selected to intercept and eliminate the vampire nobles. With the Nagoya mission quickly approaching the members of Shinoa squad continue to work towards fully mastering their weapons while learning how to improve their teamwork. Yuuichirou must gain the power he needs to slay the nobles and save his best friend before he succumbs to the demon of the Cursed Gear.,Action;Military;Supernatural;Drama;Vampire;Shounen,2015-10-10,12,401328,212,1082,7.73,https://cdn.myanimelist.net/images/anime/9/76632.jpg,https://myanimelist.net/anime/28927/Owari_no_Seraph__Nagoya_Kessen-hen
2963,Minami-ke,The Minami residence is home to three sisters: the strict and diligent eldest sister Haruka air-headed and lively Kana and the youngest Chiaki whose sharp tongue spares no one. Living without adult supervision the sisters share the workload of cooking and laundry as well as the occasional romantic adventure. From combating chronic laziness to hanging out with friends there is never a boring day in the Minami household.,Slice of Life;Comedy;School,2007-10-08,13,138235,802,1079,7.73,https://cdn.myanimelist.net/images/anime/2/75279.jpg,https://myanimelist.net/anime/2963/Minami-ke
74,Gakuen Alice,Mikan Sakura is a normal 10-year-old girl. Optimistic energetic and overall a very sweet child Mikan is the complete opposite of the aloof intelligent and somewhat cold-hearted Hotaru Imai. Despite their glaring differences the two girls have been best friends for a very long time. So when Hotaru suddenly transfers to Alice Academy a prestigious school in the city her best friend is devastated—especially when she hears of the horrible rumors regarding the academy's harsh treatment of students. Beset with worry Mikan runs away to see her best friend! Upon her arrival Mikan learns of Alices individuals gifted with various supernatural abilities and that the school is an institution built by the government to train and protect them. Discovering that she has her own unique powers Mikan enrolls in the academy and after a lot of trouble finally reunites with Hotaru. Gakuen Alice is a heartwarming comedy that follows Mikan and her friends' adventures in the academy as well as their attempt to uncover the mysteries surrounding the problematic fire-wielding student Natsume Hyuuga.,Comedy;School;Shoujo;Super Power,2004-10-30,26,71136,1477,1074,7.73,https://cdn.myanimelist.net/images/anime/4/18118.jpg,https://myanimelist.net/anime/74/Gakuen_Alice
60,Chrno Crusade,The 1920s was a decade of great change and upheaval with monstrous demons appearing across America. To combat this menace the holy organization known as the Order of Magdalene was established. The organization's New York branch is home to the young and reckless Sister Rosette Christopher as well as her partner Chrno. Tasked with the extermination of demonic threats the renowned team is excellent at their job despite causing extensive collateral damage on their missions. However both Rosette and Chrno are driven by their dark pasts. Through exterminating demons Rosette hopes to find her lost brother Joshua who was taken by the sinner and demon Aion with whom Chrno also shares a bloody history. The two of them must fight off the increasingly dangerous demonic menace and discover its source while continuing to search for the truth behind Joshua's disappearance.,Action;Demons;Historical;Romance;Shounen;Supernatural,2003-11-25,24,182796,593,1069,7.73,https://cdn.myanimelist.net/images/anime/13/14141.jpg,https://myanimelist.net/anime/60/Chrno_Crusade
37869,BanG Dream! 2nd Season,Kasumi Toyama and the members of Poppin'Party—their high school band—are now second-year students but with the new school year comes their latest set of challenges: student council duties cram school and part-time jobs among other things. Furthermore they are now separated into different classes and as a result their free time together is shortened. Looking back their joyful times together seem like nothing more than an unachievable fantasy when their members are too occupied to even gather in Arisa Ichigaya's basement for practice sessions. As the band ponders over the situation an unfamiliar girl suddenly emerges unknowingly pulling them into the spotlight once more. In this rising era of girl bands Afterglow Pastel*Palettes Roselia and Hello Happy World! begin to make their appearance as well. Each band comprised of musicians with their unique personalities illuminates the stage with its performances. As Poppin'Party returns to the music scene and encounters new friends the sparkling heart-pounding music starts to play once again!,Music,2019-01-03,13,18029,3382,1065,7.73,https://cdn.myanimelist.net/images/anime/1106/98131.jpg,https://myanimelist.net/anime/37869/BanG_Dream_2nd_Season
477,Aria The Animation,Drift peacefully into Neo Venezia a city on the planet Aqua (formerly known as Mars). By the 24th century humans have found a way to colonize the previously uninhabitable planet. As futuristic as that sounds Neo Venezia is still teeming with rustic beauty gondolas on wide canals and waterways are the main mode of transportation. The city itself is a faithful replication of Manhome's (the planet formerly known as Earth) Venice. To make sure that residents and tourists alike get the most from Neo Venezia's many wonders companies offering guided tours via gondola were formed one of which is named Aria Company. This is the workplace of Akari Mizunashi a free spirited teenager from Manhome who is now a novice Undine (the title given to tour guides). Join Akari as she becomes intimately acquainted with other Undine tourists Neo Venezia's residents and even the city itself learning many valuable life lessons along the way such as the wonderful truth that there are such things as manmade miracles.,Fantasy;Sci-Fi;Shounen;Slice of Life,2005-10-06,13,111905,1005,1064,7.73,https://cdn.myanimelist.net/images/anime/2/77620.jpg,https://myanimelist.net/anime/477/Aria_The_Animation
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,Having fulfilled their destiny during the events of Yuuki Yuuna wa Yuusha de Aru  Sanshu Middle School's Hero Club—consisting of Yuuna Yuuki Karin Miyoshi and siblings Fuu and Itsuki Inubouzaki—is back in full swing helping out those in need wherever they can. They have also gained a new member a hero from the past named Sonoko Nogi. But eventually they notice that someone who should be among them Mimori Tougou is missing any trace of her existence is completely gone save for the girls' memories. With no leads on Tougou's whereabouts the girls regain the ability to transform and begin the desperate search for their lost friend. But what they find is more shocking than any of them could ever have imagined and the consequences of their actions begin to change life as they know it.,Drama;Fantasy;Magic;Slice of Life,2017-11-25,6,25629,2809,1063,7.74,https://cdn.myanimelist.net/images/anime/8/83013.jpg,https://myanimelist.net/anime/34445/Yuuki_Yuuna_wa_Yuusha_de_Aru__Yuusha_no_Shou
26,Texhnolyze,Texhnolyze takes place in the city of Lux a man-made underground city that has crumbled after years of neglect and lack of repairs. Citizens of Lux have come to refer to their home as simply The City and treat it as though it has a mind and will of its own. Three major factions battle to control Lux: Organo a group of professionals who collaborate with the criminal underworld that controls Texhnolyze (prosthetics) the Salvation Union a populist group that seeks to disrupt Organo's business and Racan a collection of young individuals with Texhnolyzes that use their abilities for personal gain. Ichise was once an orphan who has made a place for himself in Lux as a prize fighter. One day a fight promoter grows angry with him and the altercation that follows results in Ichise losing an arm and a leg. Before death can take him Ichise is found by the scientist Eriko Kamata who uses him as a test subject for her newly designed Texhnolyze. With these powerful new limbs at his disposal Ichise begins to work for Oonishi the leader of Organo. He soon meets a mysterious young girl Ran who has the power to see possible futures. Together they soon realize that Lux is on the brink of war and collapse and that they may be the only ones who can save The City.,Action;Sci-Fi;Psychological;Drama,2003-04-17,22,154140,720,1058,7.74,https://cdn.myanimelist.net/images/anime/3/18165.jpg,https://myanimelist.net/anime/26/Texhnolyze
18119,Servant x Service,Frustrating insufficient and irritating is how most citizens would describe civil servants. However three new employees are about to discover what really happens behind the scenes. Lucy Yamagami bent on revenge against the civil servant who allowed her comically long name to be put on her birth certificate Yutaka Hasebe an easygoing guy always on the lookout for a place to slack off and Saya Miyoshi a nervous first-time worker are about to experience the underwhelming satisfaction of being government employees. They are supposed to be trained by Taishi Ichimiya but he has no idea how to do so even though he has worked there for eight years. With an incompetent senior colleague and unfavorable confrontations with clients the trio starts to lose faith in their chosen occupation but encourage each other to do their best.,Comedy;Seinen;Slice of Life,2013-07-05,13,144291,773,1055,7.74,https://cdn.myanimelist.net/images/anime/13/51579.jpg,https://myanimelist.net/anime/18119/Servant_x_Service
290,Seikai no Monshou,In the distant future humanity is under attack by the Abh Empire a race of advanced humanoid beings possessing vastly superior technology. As countless worlds fall to the Abh mankind establishes the Four Nations Alliance—a resistance faction made up of the United Mankind the Republic of Greater Alcont the Federation of Hania and the People's Sovereign of Union Planets. Seikai no Monshou tells the story of Jinto Linn. When he was young his father—the president of Martine—sold their world in exchange for a high position in the empire. Now a young count Jinto must learn the ways of Abh nobility and live among those who subjugated his people. Helping him is Lafiel Abriel an austere Abh princess whom Jinto quickly befriends. While traveling to Jinto's new school in the Abh homeland their ship is caught in a violent space battle between the fleets of the Alliance and the Abh. Jinto and Abriel are thrust into the conflict unaware that this skirmish marks the beginning of a full-scale war between the Abh Empire and mankind.,Action;Military;Sci-Fi;Space;Romance,1999-01-03,13,38196,2249,1054,7.74,https://cdn.myanimelist.net/images/anime/1493/94479.jpg,https://myanimelist.net/anime/290/Seikai_no_Monshou
12021,Poyopoyo Kansatsu Nikki,Moe Sato is a young lady who finds a cat and starts taking care of him. Named Poyo due to his round shape he quickly becomes a dear member of the Sato family. (Source: ANN),Slice of Life;Comedy;Seinen,2012-01-08,52,17307,3437,1050,7.74,https://cdn.myanimelist.net/images/anime/11/35455.jpg,https://myanimelist.net/anime/12021/Poyopoyo_Kansatsu_Nikki
10620,Mirai Nikki,Lonely high school student Yukiteru Amano spends his days writing a diary on his cellphone while conversing with his two seemingly imaginary friends Deus Ex Machina who is the god of time and space and Murmur the god's servant. Revealing himself to be an actual entity Deus grants Yukiteru a Random Diary which shows highly descriptive entries based on the future and forces him into a bloody battle royale with 11 other holders of similarly powerful future diaries. With the last person standing designated as the new god of time and space Yukiteru must find and kill the other 11 in order to survive. He reluctantly teams up with his obsessive stalker Yuno Gasai (who also possesses such a diary) and she takes it upon herself to ensure his safety. But there's more to the girl than meets the eye as she might have other plans for her unrequited love...,Action;Mystery;Psychological;Shounen;Supernatural;Thriller,2011-10-09,26,1205275,13,1043,7.74,https://cdn.myanimelist.net/images/anime/13/33465.jpg,https://myanimelist.net/anime/10620/Mirai_Nikki
32268,Koyomimonogatari,Whether it is investigating stone shrines tracking rumors or simply playing hide and seek Koyomi Araragi is always there to fulfill the requests of his friends from both the human and supernatural worlds. Koyomimonogatari tells a series of short stories involving Koyomi as he helps each of the girls in his cohort solve a mystery or kill some time alongside previously unexplored problems in this essential prelude to his story's last chapter.,Comedy;Mystery;Supernatural,2016-01-10,12,135107,839,1041,7.74,https://cdn.myanimelist.net/images/anime/2/77744.jpg,https://myanimelist.net/anime/32268/Koyomimonogatari
966,Crayon Shin-chan,Just because an anime features a young protagonist does not necessarily mean that it is an appropriate series to show your children. Young Shinnosuke or Shin-chan for short is a very creative young boy that lives with his eccentric parents Misae and Hiroshi as well as his Prima Donna younger sister Himawari and has loads of unique friends to boot. Everyday life for little Shin-chan is full of funny (and shocking) moments most of which stem from his unnatural and sometimes profane use of language as well as his constant acts of inappropriate behavior. Shin-chan's famous elephant gag is one of the most defining moments in Crayon Shin-chan  simply because it is the epitome of crude comedy one of the core themes of the series. Crayon Shin-chan is a hilarious show about the day in the life of a young curious boy that captures the awkwardness of growing up as well as the beauty of being true to one's self no matter what others say.,Slice of Life;Comedy;Ecchi;School;Seinen,1992-04-13,-9223372036854775808,44171,2057,1034,7.74,https://cdn.myanimelist.net/images/anime/10/59897.jpg,https://myanimelist.net/anime/966/Crayon_Shin-chan
530,Bishoujo Senshi Sailor Moon,Usagi Tsukino is an average student and crybaby klutz who constantly scores low on her tests. Unexpectedly her humdrum life is turned upside down when she saves a cat with a crescent moon on its head from danger. The cat named Luna later reveals that their meeting was not an accident: Usagi is destined to become Sailor Moon a planetary guardian with the power to protect the Earth. Given a special brooch that allows her to transform she must use her new powers to save the city from evil energy-stealing monsters sent by the malevolent Queen Beryl of the Dark Kingdom. But getting accustomed to her powers and fighting villains are not the only things she has to worry about. She must find the lost princess of the Moon Kingdom the other Sailor Guardians and the Legendary Silver Crystal in order to save the planet from destruction.,Demons;Magic;Romance;Shoujo,1992-03-07,46,219238,485,1032,7.74,https://cdn.myanimelist.net/images/anime/1440/92258.jpg,https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon
11737,Ao no Exorcist Movie,The atmosphere in True Cross Academy is lively and boisterous in the days leading up to the grand festival held once every 11 years. During this time Okumura Rin is entrusted with the responsibility of suppressing the berserk Phantom Train. In the midst of his mission he meets a devil whose appearance is that of a young boy. (Source: Official Site),Action;Demons;Fantasy;Shounen;Supernatural,2012-12-28,1,176312,612,1031,7.74,https://cdn.myanimelist.net/images/anime/7/42005.jpg,https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie
9919,Ao no Exorcist,Humans and demons are two sides of the same coin as are Assiah and Gehenna their respective worlds. The only way to travel between the realms is by the means of possession like in ghost stories. However Satan the ruler of Gehenna cannot find a suitable host to possess and therefore remains imprisoned in his world. In a desperate attempt to conquer Assiah he sends his son instead intending for him to eventually grow into a vessel capable of possession by the demon king. Ao no Exorcist follows Rin Okumura who appears to be an ordinary somewhat troublesome teenager—that is until one day he is ambushed by demons. His world turns upside down when he discovers that he is in fact the very son of Satan and that his demon father wishes for him to return so they can conquer Assiah together. Not wanting to join the king of Gehenna Rin decides to begin training to become an exorcist so that he can fight to defend Assiah alongside his brother Yukio.,Action;Demons;Fantasy;Shounen;Supernatural,2011-04-17,25,1085158,17,1030,7.74,https://cdn.myanimelist.net/images/anime/10/75195.jpg,https://myanimelist.net/anime/9919/Ao_no_Exorcist
12883,Tsuritama,Yuki Sanada is a socially awkward young man who lives with his grandmother. Due to her job they must move around a lot. This means Yuki has difficulty forming lasting relationships with his peers or relationships at all for that matter. His fear of social interaction is so great that when asked to make a greeting or parting speech in his classes Yuki often freezes. As if drowning he blacks out from the present only able to focus on his certain ridicule. However Yuki's life changes forever when he moves to Enoshima and meets an odd boy named Haru—who claims to be an alien. Haru wields a questionable water gun and fish bowl and has a tendency to speak with the betta fish inside it. He immediately latches onto Yuki as a friend completely disregarding any complaints Yuki might have about this. Haru is like a force of nature unheeding of other people's resistance to his antics. Together Haru and Yuki also snowball a fellow classmate and fisherman named Natsuki Usami into Haru’s schemes. What out-of-this-world adventures lie ahead for this unique bunch? Find out in Tsuritama !,Comedy;Sci-Fi;Slice of Life;Sports,2012-04-13,12,125596,896,1026,7.75,https://cdn.myanimelist.net/images/anime/4/69909.jpg,https://myanimelist.net/anime/12883/Tsuritama
182,Tenkuu no Escaflowne,Hitomi Kanzaki is just an ordinary 15-year-old schoolgirl with an interest in tarot cards and fortune telling but one night a boy named Van Fanel suddenly appears from the sky along with a vicious dragon. Thanks to a premonition from Hitomi Van successfully kills the dragon but a pillar of light appears and envelopes them both. As a result Hitomi finds herself transported to the world of Gaea a mysterious land where the Earth hangs in the sky. In this new land Hitomi soon discovers that Van is a prince of the Kingdom of Fanelia which soon falls under attack by the evil empire of Zaibach. In an attempt to fight them off Van boards his family's ancient guymelef Escaflowne—a mechanized battle suit—but fails to defeat them and Fanelia ends up destroyed. Now on the run Hitomi and Van encounter a handsome Asturian knight named Allen Schezar whom Hitomi is shocked to find looks exactly like her crush from Earth. With some new allies on their side Van and Hitomi fight back against the forces of Zaibach as the empire strives to revive an ancient power.,Adventure;Fantasy;Mecha;Psychological;Romance;Shoujo,1996-04-02,26,114693,984,1025,7.75,https://cdn.myanimelist.net/images/anime/5/30689.jpg,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne
19775,Sidonia no Kishi,After destroying Earth many years ago the alien race Gauna has been pursuing the remnants of humanity—which having narrowly escaped fled across the galaxy in a number of giant seed ships. In the year 3394 Nagate Tanikaze surfaces from his lifelong seclusion deep beneath the seed ship Sidonia in search of food on the upper levels only to find himself dragged into events unfolding without his knowledge. When the Gauna begin their assault on Sidonia it's up to Tanikaze—with the help of his fellow soldiers and friends Shizuka Hoshijiro Izana Shinatose and Yuhata Midorikawa—to defend humanity's last hope for survival and defeat their alien foes. Sidonia no Kishi follows Tanikaze as he discovers the world that has been above him his entire life and becomes the hero Sidonia needs.,Action;Mecha;Sci-Fi;Seinen;Space,2014-04-11,12,176874,613,1023,7.75,https://cdn.myanimelist.net/images/anime/12/53257.jpg,https://myanimelist.net/anime/19775/Sidonia_no_Kishi
31592,Pokemon XY&Z,The journey of Satoshi and his friends through the Kalos region continues! After Satoshi obtains his seventh gym badge the group is moving toward the next town when Eureka discovers a mysterious Pokemon resting in her pochette. Soon given the name Puni-chan it is one that even Satoshi and Serena's new Pokemon Zukan cannot identify. However it quickly becomes apparent that Puni-chan is the target of a mysterious group clad in bright red suits known as Team Flare aiming to capture the new Pokemon to further their agenda. But when Satoshi and the gang realize that the enigmatic organization has no intention of treating Puni-chan with any decency they take a stand in opposition to Team Flare's plans daring to fight back. With Gojika's predictions looming above them Satoshi aims for his final gym badge while Serena contests for her last Princess Key in order to be able to compete at the TriPokalon Master Class. But as Team Flare begins to move in search of the mysterious Z the stories of Pokemon XY and Pokemon XY: Mega Evolution cross paths as Satoshi and his friends along with Team Rocket get caught up in a scheme that could put Kalos in great danger.,Action;Adventure;Comedy;Kids;Fantasy,2015-10-29,47,49461,1922,1019,7.75,https://cdn.myanimelist.net/images/anime/1599/94412.jpg,https://myanimelist.net/anime/31592/Pokemon_XY_Z
